position_code,skill_id,skill_score
Treasurers and Controllers,Installation,0.0
Treasurers and Controllers,Programming,1.62
Treasurers and Controllers,Programming,1.0
Treasurers and Controllers,Operations Monitoring,1.88
Treasurers and Controllers,Operations Monitoring,1.12
Treasurers and Controllers,Operation and Control,1.12
Treasurers and Controllers,Operation and Control,0.12
Treasurers and Controllers,Equipment Maintenance,1.0
Treasurers and Controllers,Equipment Maintenance,0.0
Treasurers and Controllers,Troubleshooting,1.0
Treasurers and Controllers,Troubleshooting,0.0
Treasurers and Controllers,Repairing,1.0
Treasurers and Controllers,Repairing,0.0
Treasurers and Controllers,Quality Control Analysis,1.88
Treasurers and Controllers,Quality Control Analysis,1.38
Treasurers and Controllers,Judgment and Decision Making,4.12
Treasurers and Controllers,Judgment and Decision Making,4.62
Treasurers and Controllers,Systems Analysis,3.25
Treasurers and Controllers,Systems Analysis,4.25
Treasurers and Controllers,Systems Evaluation,3.62
Treasurers and Controllers,Systems Evaluation,4.25
Treasurers and Controllers,Time Management,3.38
Treasurers and Controllers,Time Management,4.0
Treasurers and Controllers,Management of Financial Resources,4.0
Treasurers and Controllers,Management of Financial Resources,5.0
Treasurers and Controllers,Management of Material Resources,2.75
Treasurers and Controllers,Management of Material Resources,3.0
Treasurers and Controllers,Management of Personnel Resources,3.12
Treasurers and Controllers,Management of Personnel Resources,3.75
Investment Fund Managers,Reading Comprehension,4.0
Investment Fund Managers,Reading Comprehension,4.25
Investment Fund Managers,Active Listening,4.0
Investment Fund Managers,Active Listening,4.12
Investment Fund Managers,Writing,3.62
Investment Fund Managers,Writing,3.88
Investment Fund Managers,Speaking,3.88
Investment Fund Managers,Speaking,4.12
Investment Fund Managers,Mathematics,3.38
Investment Fund Managers,Mathematics,3.62
Investment Fund Managers,Science,1.0
Investment Fund Managers,Science,0.0
Investment Fund Managers,Critical Thinking,4.0
Investment Fund Managers,Critical Thinking,4.0
Investment Fund Managers,Active Learning,3.75
Investment Fund Managers,Active Learning,3.88
Investment Fund Managers,Learning Strategies,2.88
Investment Fund Managers,Learning Strategies,3.12
Investment Fund Managers,Monitoring,3.5
Investment Fund Managers,Monitoring,4.0
Investment Fund Managers,Social Perceptiveness,3.0
Investment Fund Managers,Social Perceptiveness,3.38
Investment Fund Managers,Coordination,3.12
Investment Fund Managers,Coordination,3.12
Investment Fund Managers,Persuasion,3.12
Investment Fund Managers,Persuasion,3.5
Investment Fund Managers,Negotiation,3.0
Investment Fund Managers,Negotiation,3.5
Investment Fund Managers,Instructing,3.0
Investment Fund Managers,Instructing,2.88
Investment Fund Managers,Service Orientation,2.88
Investment Fund Managers,Service Orientation,3.0
Investment Fund Managers,Complex Problem Solving,3.75
Investment Fund Managers,Complex Problem Solving,3.88
Investment Fund Managers,Operations Analysis,2.0
Investment Fund Managers,Operations Analysis,1.62
Investment Fund Managers,Technology Design,1.88
Investment Fund Managers,Technology Design,1.38
Investment Fund Managers,Equipment Selection,1.0
Investment Fund Managers,Equipment Selection,0.0
Investment Fund Managers,Installation,1.0
Investment Fund Managers,Installation,0.0
Investment Fund Managers,Programming,1.75
Investment Fund Managers,Programming,1.12
Investment Fund Managers,Operations Monitoring,1.88
Investment Fund Managers,Operations Monitoring,1.5
Investment Fund Managers,Operation and Control,1.0
Investment Fund Managers,Operation and Control,0.0
Investment Fund Managers,Equipment Maintenance,1.0
Investment Fund Managers,Equipment Maintenance,0.0
Investment Fund Managers,Troubleshooting,1.0
Investment Fund Managers,Troubleshooting,0.0
Investment Fund Managers,Repairing,1.0
Investment Fund Managers,Repairing,0.0
Investment Fund Managers,Quality Control Analysis,1.5
Investment Fund Managers,Quality Control Analysis,0.75
Investment Fund Managers,Judgment and Decision Making,3.88
Investment Fund Managers,Judgment and Decision Making,4.25
Investment Fund Managers,Systems Analysis,3.38
Investment Fund Managers,Systems Analysis,3.75
Investment Fund Managers,Systems Evaluation,3.25
Investment Fund Managers,Systems Evaluation,3.75
Investment Fund Managers,Time Management,3.25
Investment Fund Managers,Time Management,3.88
Investment Fund Managers,Management of Financial Resources,2.75
Investment Fund Managers,Management of Financial Resources,3.0
Investment Fund Managers,Management of Material Resources,2.25
Investment Fund Managers,Management of Material Resources,2.12
Investment Fund Managers,Management of Personnel Resources,2.88
Investment Fund Managers,Management of Personnel Resources,3.38
Industrial Production Managers,Reading Comprehension,3.88
Industrial Production Managers,Reading Comprehension,4.0
Industrial Production Managers,Active Listening,3.88
Industrial Production Managers,Active Listening,4.0
Industrial Production Managers,Writing,3.38
Industrial Production Managers,Writing,4.0
Industrial Production Managers,Speaking,4.0
Industrial Production Managers,Speaking,4.0
Industrial Production Managers,Mathematics,3.38
Industrial Production Managers,Mathematics,3.75
Industrial Production Managers,Science,1.62
Industrial Production Managers,Science,1.12
Industrial Production Managers,Critical Thinking,4.0
Industrial Production Managers,Critical Thinking,4.0
Industrial Production Managers,Active Learning,3.62
Industrial Production Managers,Active Learning,4.0
Industrial Production Managers,Learning Strategies,3.75
Industrial Production Managers,Learning Strategies,4.0
Industrial Production Managers,Monitoring,4.0
Industrial Production Managers,Monitoring,4.88
Industrial Production Managers,Social Perceptiveness,3.5
Industrial Production Managers,Social Perceptiveness,3.88
Industrial Production Managers,Coordination,4.0
Industrial Production Managers,Coordination,4.0
Industrial Production Managers,Persuasion,3.12
Industrial Production Managers,Persuasion,3.62
Industrial Production Managers,Negotiation,3.25
Industrial Production Managers,Negotiation,3.75
Industrial Production Managers,Instructing,3.12
Industrial Production Managers,Instructing,3.62
Industrial Production Managers,Service Orientation,3.0
Industrial Production Managers,Service Orientation,3.12
Industrial Production Managers,Complex Problem Solving,3.62
Industrial Production Managers,Complex Problem Solving,3.88
Industrial Production Managers,Operations Analysis,2.88
Industrial Production Managers,Operations Analysis,2.88
Industrial Production Managers,Technology Design,1.62
Industrial Production Managers,Technology Design,1.12
Industrial Production Managers,Equipment Selection,2.12
Industrial Production Managers,Equipment Selection,2.0
Industrial Production Managers,Installation,1.0
Industrial Production Managers,Installation,0.0
Industrial Production Managers,Programming,1.62
Industrial Production Managers,Programming,0.75
Industrial Production Managers,Operations Monitoring,3.12
Industrial Production Managers,Operations Monitoring,3.5
Industrial Production Managers,Operation and Control,2.75
Industrial Production Managers,Operation and Control,3.12
Industrial Production Managers,Equipment Maintenance,2.0
Industrial Production Managers,Equipment Maintenance,1.38
Industrial Production Managers,Troubleshooting,2.25
Industrial Production Managers,Troubleshooting,2.25
Industrial Production Managers,Repairing,2.12
Industrial Production Managers,Repairing,1.62
Industrial Production Managers,Quality Control Analysis,3.12
Industrial Production Managers,Quality Control Analysis,3.88
Industrial Production Managers,Judgment and Decision Making,4.0
Industrial Production Managers,Judgment and Decision Making,4.38
Industrial Production Managers,Systems Analysis,3.75
Industrial Production Managers,Systems Analysis,3.88
Industrial Production Managers,Systems Evaluation,3.38
Industrial Production Managers,Systems Evaluation,3.75
Industrial Production Managers,Time Management,3.88
Industrial Production Managers,Time Management,4.12
Industrial Production Managers,Management of Financial Resources,3.38
Industrial Production Managers,Management of Financial Resources,4.0
Industrial Production Managers,Management of Material Resources,3.25
Industrial Production Managers,Management of Material Resources,4.0
Industrial Production Managers,Management of Personnel Resources,3.88
Industrial Production Managers,Management of Personnel Resources,4.25
Quality Control Systems Managers,Reading Comprehension,4.0
Quality Control Systems Managers,Reading Comprehension,4.12
Quality Control Systems Managers,Active Listening,3.88
Quality Control Systems Managers,Active Listening,4.12
Quality Control Systems Managers,Writing,3.88
Quality Control Systems Managers,Writing,4.0
Quality Control Systems Managers,Speaking,3.88
Quality Control Systems Managers,Speaking,4.12
Quality Control Systems Managers,Mathematics,3.12
Quality Control Systems Managers,Mathematics,3.25
Quality Control Systems Managers,Science,2.25
Quality Control Systems Managers,Science,2.25
Quality Control Systems Managers,Critical Thinking,3.75
Quality Control Systems Managers,Critical Thinking,4.12
Quality Control Systems Managers,Active Learning,3.62
Quality Control Systems Managers,Active Learning,4.12
Quality Control Systems Managers,Learning Strategies,3.12
Quality Control Systems Managers,Learning Strategies,3.38
Quality Control Systems Managers,Monitoring,3.88
Quality Control Systems Managers,Monitoring,4.5
Quality Control Systems Managers,Social Perceptiveness,3.25
Quality Control Systems Managers,Social Perceptiveness,3.75
Quality Control Systems Managers,Coordination,3.75
Quality Control Systems Managers,Coordination,3.88
Quality Control Systems Managers,Persuasion,3.25
Quality Control Systems Managers,Persuasion,3.5
Quality Control Systems Managers,Negotiation,3.0
Quality Control Systems Managers,Negotiation,3.12
Quality Control Systems Managers,Instructing,3.25
Quality Control Systems Managers,Instructing,3.62
Quality Control Systems Managers,Service Orientation,3.0
Quality Control Systems Managers,Service Orientation,3.25
Quality Control Systems Managers,Complex Problem Solving,3.75
Quality Control Systems Managers,Complex Problem Solving,4.12
Quality Control Systems Managers,Operations Analysis,2.75
Quality Control Systems Managers,Operations Analysis,3.0
Quality Control Systems Managers,Technology Design,2.12
Quality Control Systems Managers,Technology Design,1.62
Quality Control Systems Managers,Equipment Selection,2.0
Quality Control Systems Managers,Equipment Selection,1.38
Quality Control Systems Managers,Installation,1.0
Quality Control Systems Managers,Installation,0.0
Quality Control Systems Managers,Programming,1.88
Quality Control Systems Managers,Programming,1.25
Quality Control Systems Managers,Operations Monitoring,3.25
Quality Control Systems Managers,Operations Monitoring,3.5
Quality Control Systems Managers,Operation and Control,2.88
Quality Control Systems Managers,Operation and Control,3.0
Quality Control Systems Managers,Equipment Maintenance,1.88
Quality Control Systems Managers,Equipment Maintenance,1.5
Quality Control Systems Managers,Troubleshooting,2.75
Quality Control Systems Managers,Troubleshooting,2.75
Quality Control Systems Managers,Repairing,1.75
Quality Control Systems Managers,Repairing,1.12
Quality Control Systems Managers,Quality Control Analysis,4.0
